"","Age","WorkType","EducationNum","MaritalStatus","Occupation","Relationship","Race","Sex","HoursPerWeek","NativeCountry"
"9242",20," Private",10," Not-Married"," Admin"," Own-child"," White"," Male",16,"High-Income"
"9243",40," Private",10," Married"," Professional"," Husband"," White"," Male",40,"High-Income"
"9244",48," Private",13," Married"," Skilled-Manual"," Husband"," White"," Male",55,"High-Income"
"9245",46," Local-gov",10," Married"," Skilled-Manual"," Husband"," Black"," Male",40,"High-Income"
"9246",53," Private",9," Married"," Manual"," Husband"," White"," Male",30,"High-Income"
"9247",47," Federal-gov",10," Married"," Manual"," Husband"," White"," Male",40,"High-Income"
"9248",41," Private",9," Not-Married"," Admin"," Own-child"," White"," Male",40,"High-Income"
"9249",41," Private",9," Married"," Skilled-Manual"," Husband"," White"," Male",40,"High-Income"
"9250",39," Self-Employed",13," Married"," Professional"," Wife"," White"," Female",40,"High-Income"
"9251",37," Private",9," Not-Married"," Manual"," Not-in-family"," White"," Male",40,"High-Income"
"9252",36," Private",11," Married"," Manual"," Husband"," White"," Male",40,"High-Income"
"9253",26," Self-Employed",11," Not-Married"," Service"," Not-in-family"," White"," Female",35,"High-Income"
"9254",48," Private",8," Widowed"," Manual"," Unmarried"," White"," Female",50,"High-Income"
"9255",39," Self-Employed",15," Married"," Professional"," Husband"," White"," Male",50,"High-Income"
"9256",21," Private",12," Not-Married"," Service"," Own-child"," White"," Female",18,"High-Income"
"9257",22," Private",9," Not-Married"," Professional"," Other-relative"," White"," Female",42,"High-Income"
"9258",34," Private",11," Not-Married"," Professional"," Unmarried"," White"," Female",40,"High-Income"
"9259",46," Private",5," Married"," Manual"," Husband"," White"," Male",40,"Lower-Middle-Income"
"9260",23," Private",9," Married"," Manual"," Husband"," White"," Male",40,"High-Income"
"9261",28," Private",10," Not-Married"," Service"," Not-in-family"," White"," Female",30,"High-Income"
"9262",34," Self-Employed",9," Not-Married"," Professional"," Not-in-family"," White"," Male",60,"High-Income"
"9263",52," Self-Employed",13," Married"," Professional"," Husband"," White"," Male",60,"High-Income"
"9264",22," Private",13," Not-Married"," Professional"," Own-child"," White"," Female",7,"High-Income"
"9265",29," Self-Employed",9," Married"," Professional"," Husband"," White"," Male",45,"High-Income"
"9266",38," Private",9," Not-Married"," Skilled-Manual"," Unmarried"," Black"," Female",40,"High-Income"
"9267",43," Private",5," Married"," Professional"," Husband"," White"," Male",40,"Upper-Middle-Income"
"9268",33," Private",10," Married"," Professional"," Husband"," White"," Male",50,"High-Income"
"9269",54," Self-Employed",15," Married"," Professional"," Husband"," White"," Male",50,"High-Income"
"9270",45," Private",9," Not-Married"," Admin"," Unmarried"," White"," Female",40,"High-Income"
"9271",55," Local-gov",6," Married"," Skilled-Manual"," Husband"," White"," Male",45,"High-Income"
"9272",51," Self-Employed",9," Married"," Skilled-Manual"," Husband"," White"," Male",35,"High-Income"
"9273",21," Private",13," Not-Married"," Professional"," Own-child"," Asian-Pac-Islander"," Female",45,"High-Income"
"9274",40," Private",9," Widowed"," Service"," Unmarried"," Black"," Female",40,"High-Income"
"9275",49," Private",5," Not-Married"," Manual"," Own-child"," White"," Male",38,"High-Income"
"9276",36," Private",10," Married"," Manual"," Husband"," Asian-Pac-Islander"," Male",50,"High-Income"
"9277",59," Self-Employed",13," Married"," Skilled-Manual"," Husband"," White"," Male",60,"High-Income"
"9278",33," Private",9," Not-Married"," Admin"," Own-child"," White"," Female",40,"High-Income"
"9279",36," Private",15," Not-Married"," Professional"," Not-in-family"," White"," Male",50,"High-Income"
"9280",26," Private",10," Married"," Professional"," Wife"," White"," Female",25,"High-Income"
"9281",25," Private",14," Not-Married"," Admin"," Own-child"," White"," Male",40,"High-Income"
"9282",28," Private",10," Married"," Admin"," Wife"," White"," Female",15,"High-Income"
"9283",41," Private",12," Not-Married"," Admin"," Unmarried"," White"," Female",38,"High-Income"
"9284",45," Private",11," Married"," Skilled-Manual"," Husband"," White"," Male",70,"High-Income"
"9285",33," Private",9," Not-Married"," Skilled-Manual"," Unmarried"," White"," Male",50,"High-Income"
"9286",34," Private",10," Married"," Admin"," Husband"," White"," Male",40,"High-Income"
"9287",31," Private",13," Married"," Sales"," Husband"," White"," Male",45,"High-Income"
"9288",48," Private",3," Married"," Skilled-Manual"," Husband"," White"," Male",40,"High-Income"
"9289",47," Private",10," Not-Married"," Sales"," Unmarried"," White"," Female",60,"High-Income"
"9290",27," Private",13," Not-Married"," Professional"," Not-in-family"," Asian-Pac-Islander"," Female",40,"Lower-Middle-Income"
"9291",18," Private",7," Not-Married"," Manual"," Not-in-family"," White"," Male",25,"High-Income"
"9292",37," Federal-gov",9," Not-Married"," Skilled-Manual"," Not-in-family"," White"," Male",40,"High-Income"
"9293",24," Private",11," Not-Married"," Skilled-Manual"," Own-child"," White"," Male",20,"High-Income"
"9294",24," Private",9," Not-Married"," Skilled-Manual"," Not-in-family"," White"," Male",40,"High-Income"
"9295",48," Private",13," Married"," Professional"," Husband"," Black"," Male",40,"High-Income"
"9296",75," Private",2," Married"," Service"," Other-relative"," Black"," Female",16,"High-Income"
"9297",43," Self-Employed",13," Not-Married"," Professional"," Not-in-family"," White"," Male",70,"High-Income"
"9298",64," Private",13," Not-Married"," Professional"," Not-in-family"," White"," Female",50,"High-Income"
"9299",22," Private",10," Not-Married"," Professional"," Not-in-family"," Black"," Male",20,"High-Income"
"9300",46," Private",9," Not-Married"," Admin"," Not-in-family"," White"," Female",40,"High-Income"
"9301",45," Private",9," Married"," Skilled-Manual"," Husband"," White"," Male",40,"High-Income"
"9302",43," Private",9," Married"," Skilled-Manual"," Husband"," White"," Male",40,"High-Income"
"9303",20," Private",9," Not-Married"," Admin"," Own-child"," Black"," Male",20,"High-Income"
"9304",40," Private",9," Not-Married"," Sales"," Unmarried"," Black"," Female",25,"High-Income"
"9305",64," Self-Employed",13," Not-Married"," Sales"," Not-in-family"," White"," Male",45,"High-Income"
"9306",46," Private",10," Married"," Professional"," Husband"," White"," Male",38,"High-Income"
"9307",46," Local-gov",14," Not-Married"," Professional"," Unmarried"," White"," Female",65,"High-Income"
"9308",41," Local-gov",13," Not-Married"," Professional"," Not-in-family"," White"," Female",70,"High-Income"
"9309",28," Private",10," Not-Married"," Admin"," Other-relative"," White"," Female",40,"High-Income"
"9310",23," Private",10," Married"," Sales"," Husband"," White"," Male",45,"High-Income"
"9311",30," Federal-gov",13," Not-Married"," Other-Occupations"," Not-in-family"," White"," Female",60,"High-Income"
"9312",44," Private",13," Not-Married"," Admin"," Not-in-family"," White"," Female",40,"Upper-Middle-Income"
"9313",27," Private",9," Married"," Skilled-Manual"," Husband"," White"," Male",45,"High-Income"
"9314",25," Private",9," Not-Married"," Service"," Unmarried"," White"," Female",34,"High-Income"
"9315",29," Private",6," Married"," Skilled-Manual"," Husband"," White"," Male",40,"High-Income"
"9316",38," Private",10," Married"," Sales"," Husband"," White"," Male",50,"High-Income"
"9317",56," Private",14," Married"," Professional"," Wife"," White"," Female",40,"High-Income"
"9318",35," Self-Employed",9," Married"," Sales"," Husband"," White"," Male",62,"High-Income"
"9319",19," Private",10," Not-Married"," Sales"," Own-child"," Black"," Female",20,"High-Income"
"9320",46," Private",13," Married"," Professional"," Husband"," White"," Male",45,"High-Income"
"9321",27," Private",9," Not-Married"," Sales"," Not-in-family"," White"," Male",40,"High-Income"
"9322",23," Private",10," Not-Married"," Service"," Own-child"," White"," Male",20,"High-Income"
"9323",24," Private",9," Not-Married"," Service"," Own-child"," White"," Male",40,"High-Income"
"9324",34," Private",9," Not-Married"," Manual"," Own-child"," Asian-Pac-Islander"," Male",40,"Lower-Middle-Income"
"9325",25," Federal-gov",9," Not-Married"," Skilled-Manual"," Own-child"," White"," Male",40,"High-Income"
"9326",54," Local-gov",9," Not-Married"," Admin"," Not-in-family"," White"," Female",30,"High-Income"
"9327",39," Self-Employed",14," Not-Married"," Professional"," Not-in-family"," White"," Female",40,"High-Income"
"9328",50," Private",13," Not-Married"," Sales"," Not-in-family"," White"," Female",50,"High-Income"
"9329",40," Private",9," Married"," Manual"," Husband"," White"," Male",40,"High-Income"
"9330",58," Local-gov",13," Not-Married"," Professional"," Not-in-family"," White"," Female",37,"High-Income"
"9331",21," Private",9," Not-Married"," Service"," Other-relative"," White"," Female",30,"High-Income"
"9332",40," Private",13," Married"," Professional"," Husband"," White"," Male",50,"High-Income"
"9333",48," Private",9," Married"," Professional"," Husband"," White"," Male",60,"High-Income"
"9334",43," Local-gov",14," Not-Married"," Professional"," Not-in-family"," White"," Female",50,"High-Income"
"9335",42," Local-gov",10," Not-Married"," Skilled-Manual"," Not-in-family"," White"," Male",40,"High-Income"
"9336",56," Self-Employed",13," Not-Married"," Professional"," Not-in-family"," White"," Female",60,"High-Income"
"9337",48," Federal-gov",9," Married"," Admin"," Wife"," White"," Female",40,"High-Income"
"9338",37," Self-Employed",9," Not-Married"," Professional"," Not-in-family"," Asian-Pac-Islander"," Female",70," ?"
"9339",40," Private",13," Married"," Manual"," Own-child"," White"," Male",40,"High-Income"
"9340",34," Private",7," Not-Married"," Manual"," Own-child"," Black"," Male",45,"High-Income"
"9341",52," Private",9," Not-Married"," Service"," Not-in-family"," White"," Male",40,"High-Income"
"9342",36," Local-gov",9," Not-Married"," Service"," Not-in-family"," White"," Male",40,"High-Income"
"9343",21," Private",11," Not-Married"," Skilled-Manual"," Own-child"," White"," Male",40,"High-Income"
"9344",28," Private",13," Not-Married"," Professional"," Not-in-family"," White"," Female",40,"High-Income"
"9345",20," Private",10," Not-Married"," Admin"," Own-child"," White"," Male",9,"High-Income"
"9346",68," Private",9," Married"," Professional"," Husband"," White"," Male",40,"High-Income"
"9347",32," Private",9," Not-Married"," Manual"," Own-child"," Black"," Male",40,"High-Income"
"9348",64," Private",14," Married"," Professional"," Husband"," White"," Male",50,"High-Income"
"9349",17," Private",6," Not-Married"," Manual"," Own-child"," White"," Female",23,"High-Income"
"9350",25," Private",13," Not-Married"," Professional"," Not-in-family"," White"," Male",20,"High-Income"
"9351",51," State-gov",16," Married"," Professional"," Husband"," White"," Male",40,"High-Income"
"9352",67," Private",9," Married"," Sales"," Husband"," White"," Male",10,"High-Income"
"9353",29," Private",9," Not-Married"," Service"," Not-in-family"," White"," Male",40,"High-Income"
"9354",31," Private",9," Married"," Manual"," Husband"," Black"," Male",40,"High-Income"
"9355",41," State-gov",9," Not-Married"," Other-Occupations"," Not-in-family"," White"," Male",40,"High-Income"
"9356",27," Private",13," Not-Married"," Professional"," Not-in-family"," White"," Female",36,"High-Income"
"9357",51," Private",8," Not-Married"," Skilled-Manual"," Unmarried"," White"," Male",50,"High-Income"
"9358",21," Private",10," Not-Married"," Skilled-Manual"," Own-child"," White"," Male",40,"High-Income"
"9359",28," Private",11," Married"," Manual"," Husband"," White"," Male",40,"High-Income"
"9360",39," Self-Employed",9," Married"," Professional"," Husband"," White"," Male",70,"High-Income"
"9361",21," Private",13," Not-Married"," Admin"," Not-in-family"," White"," Male",40,"Upper-Middle-Income"
"9362",44," Self-Employed",9," Not-Married"," Skilled-Manual"," Not-in-family"," White"," Male",40,"High-Income"
"9363",31," Private",5," Not-Married"," Sales"," Not-in-family"," White"," Male",43,"High-Income"
"9364",27," Private",10," Married"," Admin"," Wife"," Amer-Indian-Eskimo"," Female",45,"High-Income"
"9365",25," Private",9," Not-Married"," Professional"," Not-in-family"," White"," Male",40,"High-Income"
"9366",34," Private",13," Married"," Professional"," Husband"," White"," Male",40,"High-Income"
"9367",43," Local-gov",9," Married"," Skilled-Manual"," Husband"," White"," Male",40,"High-Income"
"9368",40," Self-Employed",14," Married"," Skilled-Manual"," Husband"," White"," Male",50,"High-Income"
"9369",21," Private",9," Not-Married"," Service"," Unmarried"," Black"," Female",35,"High-Income"
"9370",25," Private",10," Not-Married"," Professional"," Unmarried"," White"," Female",25,"High-Income"
"9371",21," Private",9," Not-Married"," Admin"," Not-in-family"," White"," Female",40,"High-Income"
"9372",19," Self-Employed",10," Not-Married"," Skilled-Manual"," Own-child"," White"," Male",30,"High-Income"
"9373",36," Private",7," Married"," Skilled-Manual"," Husband"," White"," Male",47,"High-Income"
"9374",23," Private",10," Not-Married"," Admin"," Own-child"," White"," Male",32,"High-Income"
"9375",25," Private",13," Not-Married"," Professional"," Own-child"," White"," Male",40,"High-Income"
"9376",22," Private",10," Not-Married"," Professional"," Unmarried"," White"," Female",20,"High-Income"
"9377",26," Private",9," Married"," Service"," Wife"," White"," Female",40,"Upper-Middle-Income"
"9378",22," Private",5," Not-Married"," Manual"," Unmarried"," White"," Male",40,"Lower-Middle-Income"
"9379",41," Local-gov",13," Married"," Other-Occupations"," Husband"," White"," Male",40,"High-Income"
"9380",18," Private",9," Married"," Admin"," Wife"," White"," Female",40,"High-Income"
"9381",24," Private",13," Not-Married"," Sales"," Own-child"," White"," Male",40,"High-Income"
"9382",38," Private",9," Married"," Skilled-Manual"," Husband"," White"," Male",48,"High-Income"
"9383",45," Local-gov",14," Not-Married"," Professional"," Own-child"," White"," Female",55,"High-Income"
"9384",38," Private",9," Married"," Skilled-Manual"," Husband"," White"," Male",50,"High-Income"
"9385",34," Self-Employed",9," Not-Married"," Skilled-Manual"," Not-in-family"," White"," Male",40,"High-Income"
"9386",53," Local-gov",12," Not-Married"," Admin"," Not-in-family"," Black"," Male",40,"High-Income"
"9387",45," State-gov",13," Married"," Professional"," Husband"," White"," Male",40,"High-Income"
"9388",47," State-gov",16," Married"," Professional"," Husband"," White"," Male",45,"High-Income"
"9389",27," Private",9," Not-Married"," Sales"," Not-in-family"," White"," Male",50,"High-Income"
"9390",61," Federal-gov",10," Married"," Admin"," Wife"," White"," Female",30,"High-Income"
"9391",33," Private",9," Married"," Skilled-Manual"," Husband"," White"," Male",40,"High-Income"
"9392",67," Private",9," Not-Married"," Manual"," Other-relative"," White"," Female",40,"High-Income"
"9393",25," Private",9," Not-Married"," Sales"," Unmarried"," White"," Female",40,"High-Income"
"9394",33," Local-gov",3," Not-Married"," Service"," Unmarried"," Other"," Female",40,"Lower-Middle-Income"
"9395",45," Private",9," Married"," Skilled-Manual"," Husband"," White"," Male",60,"High-Income"
"9396",24," Private",13," Not-Married"," Admin"," Other-relative"," Asian-Pac-Islander"," Female",40,"High-Income"
"9397",23," Private",11," Not-Married"," Professional"," Not-in-family"," White"," Male",40,"High-Income"
"9398",48," Private",10," Not-Married"," Admin"," Unmarried"," White"," Female",40,"High-Income"
"9399",61," Federal-gov",10," Married"," Admin"," Husband"," White"," Male",40,"High-Income"
"9400",22," Private",9," Not-Married"," Professional"," Own-child"," White"," Female",20,"High-Income"
"9401",32," Private",9," Married"," Manual"," Husband"," White"," Male",40,"High-Income"
"9402",35," Federal-gov",10," Not-Married"," Admin"," Not-in-family"," White"," Female",50,"High-Income"
"9403",36," Private",6," Not-Married"," Skilled-Manual"," Not-in-family"," White"," Male",40,"High-Income"
"9404",24," Private",9," Not-Married"," Professional"," Unmarried"," White"," Male",40,"High-Income"
"9405",64," Private",9," Not-Married"," Skilled-Manual"," Unmarried"," White"," Male",20,"High-Income"
"9406",22," Private",9," Not-Married"," Sales"," Unmarried"," White"," Female",35,"High-Income"
"9407",27," Private",3," Not-Married"," Service"," Not-in-family"," White"," Female",65,"High-Income"
"9408",36," State-gov",10," Not-Married"," Skilled-Manual"," Not-in-family"," White"," Male",60,"High-Income"
"9409",57," Self-Employed",9," Married"," Skilled-Manual"," Husband"," White"," Male",45,"High-Income"
"9410",29," Self-Employed",9," Married"," Manual"," Husband"," White"," Male",40,"High-Income"
"9411",34," Private",9," Not-Married"," Skilled-Manual"," Not-in-family"," Black"," Male",80,"High-Income"
"9412",50," Self-Employed",9," Married"," Skilled-Manual"," Husband"," White"," Male",84,"High-Income"
"9413",50," Private",7," Married"," Skilled-Manual"," Husband"," White"," Male",40,"High-Income"
"9414",51," Self-Employed",13," Married"," Professional"," Wife"," White"," Female",40,"High-Income"
"9415",17," Self-Employed",6," Not-Married"," Skilled-Manual"," Own-child"," White"," Male",40,"High-Income"
"9416",25," Private",7," Not-Married"," Manual"," Not-in-family"," White"," Female",40,"Upper-Middle-Income"
"9417",19," Private",9," Married"," Skilled-Manual"," Husband"," White"," Male",40,"High-Income"
"9418",39," Private",14," Not-Married"," Professional"," Not-in-family"," White"," Male",40,"High-Income"
"9419",27," Private",14," Not-Married"," Professional"," Own-child"," White"," Female",40,"High-Income"
"9420",39," Private",11," Not-Married"," Skilled-Manual"," Not-in-family"," White"," Male",60,"High-Income"
"9421",19," Private",9," Not-Married"," Admin"," Other-relative"," White"," Female",35,"High-Income"
"9422",32," Local-gov",9," Not-Married"," Service"," Own-child"," White"," Male",40,"High-Income"
"9423",48," Private",9," Married"," Skilled-Manual"," Husband"," White"," Male",40,"High-Income"
"9424",46," Private",12," Married"," Sales"," Husband"," White"," Male",50,"High-Income"
"9425",65," Private",7," Widowed"," Sales"," Other-relative"," White"," Female",20,"High-Income"
"9426",48," Private",9," Not-Married"," Service"," Unmarried"," Black"," Female",32,"Low-Income"
"9427",27," Private",6," Married"," Manual"," Husband"," White"," Male",40,"High-Income"
"9428",29," Self-Employed",9," Married"," Skilled-Manual"," Husband"," White"," Male",70,"High-Income"
"9429",30," Local-gov",10," Married"," Other-Occupations"," Husband"," White"," Male",40,"High-Income"
"9430",65," Private",9," Widowed"," Service"," Not-in-family"," White"," Female",15,"High-Income"
"9431",47," Federal-gov",10," Married"," Admin"," Husband"," White"," Male",40,"High-Income"
"9432",17," Private",5," Not-Married"," Skilled-Manual"," Own-child"," White"," Female",16,"High-Income"
"9433",38," Local-gov",3," Married"," Manual"," Other-relative"," White"," Male",40,"Upper-Middle-Income"
"9434",38," Local-gov",14," Married"," Professional"," Husband"," White"," Male",40,"High-Income"
"9435",39," Self-Employed",9," Not-Married"," Sales"," Other-relative"," White"," Female",4,"High-Income"
"9436",52," Private",6," Married"," Manual"," Husband"," White"," Male",41,"High-Income"
"9437",46," Self-Employed",10," Married"," Professional"," Husband"," White"," Male",58,"High-Income"
"9438",22," Private",13," Not-Married"," Professional"," Not-in-family"," White"," Female",30,"High-Income"
"9439",56," Private",14," Not-Married"," Sales"," Not-in-family"," White"," Male",50,"High-Income"
"9440",37," Self-Employed",7," Not-Married"," Professional"," Unmarried"," Black"," Female",30,"High-Income"
"9441",19," Self-Employed",7," Married"," Skilled-Manual"," Own-child"," White"," Male",55,"High-Income"
"9442",31," Private",5," Not-Married"," Skilled-Manual"," Not-in-family"," Other"," Male",45,"High-Income"
"9443",22," Private",10," Not-Married"," Sales"," Not-in-family"," Asian-Pac-Islander"," Male",20,"Lower-Middle-Income"
"9444",48," Self-Employed",16," Not-Married"," Professional"," Unmarried"," White"," Female",60,"High-Income"
"9445",63," Self-Employed",13," Married"," Professional"," Husband"," White"," Male",60,"High-Income"
"9446",53," Private",9," Not-Married"," Skilled-Manual"," Not-in-family"," White"," Male",10,"High-Income"
"9447",59," Private",15," Not-Married"," Professional"," Unmarried"," White"," Male",50,"High-Income"
"9448",60," State-gov",9," Widowed"," Admin"," Not-in-family"," White"," Female",35,"High-Income"
"9449",38," Private",13," Not-Married"," Professional"," Unmarried"," White"," Female",56,"High-Income"
"9450",31," Private",9," Not-Married"," Admin"," Not-in-family"," White"," Male",40,"High-Income"
"9451",61," Self-Employed",13," Married"," Professional"," Husband"," White"," Male",50,"High-Income"
"9452",26," Private",13," Not-Married"," Sales"," Not-in-family"," Asian-Pac-Islander"," Male",20," ?"
"9453",32," Private",10," Not-Married"," Professional"," Other-relative"," White"," Male",60,"High-Income"
"9454",58," Self-Employed",15," Not-Married"," Professional"," Not-in-family"," White"," Male",40,"High-Income"
"9455",26," State-gov",14," Married"," Professional"," Husband"," White"," Male",30,"High-Income"
"9456",45," Private",9," Not-Married"," Service"," Own-child"," White"," Female",40,"High-Income"
"9457",43," Private",10," Married"," Professional"," Wife"," Other"," Female",6,"High-Income"
"9458",27," Private",13," Not-Married"," Professional"," Own-child"," White"," Female",99,"High-Income"
"9459",51," Private",9," Married"," Sales"," Husband"," White"," Male",40,"High-Income"
"9460",42," Private",9," Not-Married"," Skilled-Manual"," Own-child"," White"," Male",40,"High-Income"
"9461",43," Self-Employed",10," Married"," Sales"," Husband"," White"," Male",50,"Upper-Middle-Income"
"9462",44," Private",9," Not-Married"," Admin"," Unmarried"," White"," Female",40,"High-Income"
"9463",36," Private",9," Married"," Skilled-Manual"," Husband"," White"," Male",64,"High-Income"
"9464",37," Private",9," Married"," Service"," Wife"," Asian-Pac-Islander"," Female",60,"Lower-Middle-Income"
"9465",29," Private",13," Not-Married"," Professional"," Not-in-family"," White"," Male",50,"High-Income"
"9466",42," Self-Employed",13," Not-Married"," Professional"," Not-in-family"," White"," Male",45,"Upper-Middle-Income"
"9467",61," Private",7," Married"," Skilled-Manual"," Husband"," White"," Male",40,"High-Income"
"9468",55," Private",10," Married"," Skilled-Manual"," Husband"," White"," Male",52,"High-Income"
"9469",20," Private",10," Not-Married"," Service"," Own-child"," White"," Female",25,"High-Income"
"9470",23," Private",9," Not-Married"," Skilled-Manual"," Unmarried"," White"," Male",40,"High-Income"
"9471",24," Private",13," Not-Married"," Professional"," Own-child"," White"," Female",50,"High-Income"
"9472",49," Private",7," Married"," Service"," Wife"," White"," Female",6,"High-Income"
"9473",39," Federal-gov",9," Not-Married"," Military"," Not-in-family"," White"," Male",50,"High-Income"
"9474",22," Private",13," Not-Married"," Admin"," Own-child"," White"," Female",25,"High-Income"
"9475",67," Federal-gov",13," Widowed"," Admin"," Not-in-family"," White"," Female",40,"High-Income"
"9476",38," Private",13," Married"," Professional"," Husband"," White"," Male",54,"High-Income"
"9477",50," Private",9," Not-Married"," Admin"," Not-in-family"," White"," Female",40,"High-Income"
"9478",56," Self-Employed",12," Married"," Skilled-Manual"," Wife"," White"," Female",40,"High-Income"
"9479",23," Private",10," Not-Married"," Service"," Not-in-family"," White"," Female",20,"High-Income"
"9480",26," Private",10," Married"," Skilled-Manual"," Husband"," White"," Male",40,"High-Income"
"9481",44," Private",13," Not-Married"," Professional"," Own-child"," White"," Male",40,"High-Income"
"9482",27," Private",9," Not-Married"," Skilled-Manual"," Own-child"," White"," Female",40,"Upper-Middle-Income"
"9483",40," Local-gov",10," Married"," Other-Occupations"," Husband"," White"," Male",40,"High-Income"
"9484",43," Private",12," Married"," Manual"," Husband"," White"," Male",60,"High-Income"
"9485",31," State-gov",10," Married"," Skilled-Manual"," Husband"," White"," Male",35,"High-Income"
"9486",57," Private",10," Married"," Skilled-Manual"," Husband"," White"," Male",40,"High-Income"
"9487",25," Private",13," Not-Married"," Professional"," Not-in-family"," White"," Male",35,"High-Income"
"9488",22," Private",11," Not-Married"," Service"," Own-child"," Black"," Female",36,"High-Income"
"9489",27," State-gov",14," Not-Married"," Professional"," Not-in-family"," White"," Male",40,"High-Income"
"9490",41," Local-gov",9," Not-Married"," Skilled-Manual"," Own-child"," White"," Male",40,"High-Income"
"9491",31," Local-gov",13," Not-Married"," Professional"," Not-in-family"," White"," Male",45,"High-Income"
"9492",41," Private",12," Married"," Sales"," Husband"," White"," Male",20,"High-Income"
"9493",25," Private",13," Not-Married"," Professional"," Not-in-family"," White"," Male",40,"High-Income"
"9494",29," State-gov",12," Not-Married"," Professional"," Not-in-family"," Black"," Male",40,"High-Income"
"9495",22," Private",9," Married"," Service"," Own-child"," White"," Male",50,"High-Income"
"9496",62," Private",4," Married"," Other-Occupations"," Husband"," White"," Male",91,"High-Income"
"9497",44," Private",10," Married"," Professional"," Wife"," White"," Female",70,"High-Income"
"9498",32," Private",13," Married"," Admin"," Wife"," White"," Female",2,"High-Income"
"9499",20," Private",11," Not-Married"," Manual"," Unmarried"," White"," Female",40,"High-Income"
"9500",37," Self-Employed",14," Married"," Professional"," Husband"," White"," Male",50,"High-Income"
"9501",38," Self-Employed",13," Married"," Sales"," Wife"," White"," Female",60,"High-Income"
"9502",28," Private",12," Not-Married"," Sales"," Own-child"," White"," Female",35,"High-Income"
"9503",38," Private",14," Married"," Professional"," Husband"," White"," Male",45,"High-Income"
"9504",42," Self-Employed",13," Married"," Professional"," Husband"," White"," Male",60,"High-Income"
"9505",27," Private",9," Not-Married"," Skilled-Manual"," Not-in-family"," White"," Male",40,"High-Income"
"9506",41," Private",9," Not-Married"," Manual"," Unmarried"," White"," Male",40,"High-Income"
"9507",47," Local-gov",14," Married"," Professional"," Husband"," White"," Male",60,"High-Income"
"9508",55," Private",7," Married"," Professional"," Husband"," White"," Male",45,"High-Income"
"9509",30," Self-Employed",10," Not-Married"," Skilled-Manual"," Own-child"," White"," Male",8,"High-Income"
"9510",54," Private",10," Widowed"," Skilled-Manual"," Unmarried"," White"," Female",50,"High-Income"
"9511",31," Private",10," Not-Married"," Admin"," Not-in-family"," White"," Female",45,"High-Income"
"9512",22," Private",9," Not-Married"," Skilled-Manual"," Not-in-family"," White"," Male",37,"High-Income"
"9513",37," Private",9," Married"," Service"," Husband"," Black"," Male",40,"High-Income"
"9514",52," Local-gov",14," Not-Married"," Professional"," Own-child"," White"," Female",40,"High-Income"
"9515",57," Self-Employed",10," Married"," Professional"," Husband"," White"," Male",40,"High-Income"
"9516",26," Self-Employed",9," Married"," Professional"," Husband"," White"," Male",40,"High-Income"
"9517",46," Self-Employed",9," Married"," Professional"," Husband"," White"," Male",60,"High-Income"
"9518",26," Federal-gov",10," Married"," Admin"," Husband"," Black"," Male",40,"High-Income"
"9519",22," Private",9," Married"," Skilled-Manual"," Husband"," White"," Male",50,"High-Income"
"9520",36," Private",14," Widowed"," Professional"," Unmarried"," Asian-Pac-Islander"," Female",40,"Lower-Middle-Income"
"9521",30," Private",9," Married"," Sales"," Husband"," White"," Male",52,"High-Income"
"9522",19," Private",9," Not-Married"," Admin"," Not-in-family"," White"," Female",40,"High-Income"
"9523",29," Private",4," Married"," Service"," Wife"," White"," Female",40,"Upper-Middle-Income"
"9524",47," Self-Employed",10," Not-Married"," Service"," Unmarried"," White"," Female",45,"High-Income"
"9525",51," Private",10," Married"," Professional"," Husband"," White"," Male",45,"High-Income"
"9526",24," Private",10," Not-Married"," Professional"," Not-in-family"," White"," Male",42,"High-Income"
"9527",51," Private",9," Married"," Professional"," Husband"," White"," Male",50,"High-Income"
"9528",41," Private",9," Married"," Professional"," Husband"," White"," Male",40,"High-Income"
"9529",39," State-gov",9," Married"," Admin"," Wife"," Asian-Pac-Islander"," Female",20,"High-Income"
"9530",54," Private",6," Not-Married"," Sales"," Unmarried"," White"," Female",43,"High-Income"
"9531",62," Private",9," Not-Married"," Skilled-Manual"," Not-in-family"," White"," Male",40,"High-Income"
"9532",45," Private",16," Married"," Professional"," Husband"," White"," Male",60,"High-Income"
"9533",30," Private",9," Not-Married"," Professional"," Own-child"," Black"," Female",35,"Upper-Middle-Income"
"9534",32," Private",9," Married"," Skilled-Manual"," Husband"," White"," Male",40,"High-Income"
"9535",23," Self-Employed",9," Not-Married"," Service"," Not-in-family"," White"," Female",40,"High-Income"
"9536",84," Local-gov",11," Widowed"," Admin"," Not-in-family"," White"," Female",14,"High-Income"
"9537",46," Private",13," Not-Married"," Professional"," Own-child"," White"," Male",60,"High-Income"
"9538",67," Local-gov",14," Not-Married"," Admin"," Not-in-family"," White"," Female",40,"High-Income"
"9539",29," Private",13," Married"," Professional"," Husband"," White"," Male",40,"High-Income"
"9540",33," Private",11," Not-Married"," Professional"," Not-in-family"," White"," Male",55,"High-Income"
"9541",28," Private",4," Not-Married"," Admin"," Own-child"," White"," Male",40,"High-Income"
"9542",31," Private",5," Married"," Manual"," Husband"," Black"," Male",48,"High-Income"
"9543",31," Private",13," Not-Married"," Professional"," Not-in-family"," White"," Male",50,"High-Income"
"9544",40," State-gov",10," Not-Married"," Admin"," Unmarried"," Black"," Female",49,"High-Income"
