"","Age","WorkType","EducationNum","MaritalStatus","Occupation","Relationship","Race","Sex","HoursPerWeek","NativeCountry"
"3751",31," Private",6," Married"," Manual"," Husband"," White"," Male",40,"High-Income"
"3752",20," Private",10," Not-Married"," Skilled-Manual"," Own-child"," White"," Female",40,"High-Income"
"3753",40," Private",9," Not-Married"," Admin"," Not-in-family"," White"," Female",32,"High-Income"
"3754",61," Private",9," Married"," Professional"," Husband"," White"," Male",50,"High-Income"
"3755",40," Private",9," Married"," Professional"," Husband"," White"," Male",40,"High-Income"
"3756",23," Private",10," Not-Married"," Admin"," Own-child"," Black"," Male",20,"High-Income"
"3757",53," Private",9," Not-Married"," Professional"," Not-in-family"," White"," Male",40,"High-Income"
"3758",69," Private",12," Not-Married"," Admin"," Not-in-family"," White"," Female",6,"High-Income"
"3759",18," Local-gov",7," Not-Married"," Admin"," Other-relative"," White"," Female",25,"High-Income"
"3760",20," Private",9," Not-Married"," Service"," Own-child"," White"," Female",40,"Upper-Middle-Income"
"3761",57," Private",9," Married"," Service"," Husband"," White"," Male",78,"High-Income"
"3762",42," State-gov",12," Not-Married"," Service"," Not-in-family"," White"," Female",40,"High-Income"
"3763",38," Private",6," Widowed"," Skilled-Manual"," Unmarried"," Black"," Male",40,"High-Income"
"3764",27," Private",10," Married"," Professional"," Husband"," White"," Male",40,"High-Income"
"3765",28," Local-gov",9," Not-Married"," Service"," Own-child"," Black"," Male",30,"High-Income"
"3766",24," Local-gov",13," Not-Married"," Professional"," Not-in-family"," Asian-Pac-Islander"," Male",40,"High-Income"
"3767",45," Private",9," Widowed"," Admin"," Unmarried"," White"," Female",35,"High-Income"
"3768",43," Private",9," Not-Married"," Service"," Unmarried"," Black"," Female",40,"High-Income"
"3769",44," Private",14," Not-Married"," Sales"," Not-in-family"," White"," Male",24,"Lower-Middle-Income"
"3770",25," Private",10," Not-Married"," Skilled-Manual"," Own-child"," White"," Male",55,"High-Income"
"3771",47," Local-gov",9," Married"," Service"," Wife"," White"," Female",7,"High-Income"
"3772",34," State-gov",16," Married"," Professional"," Wife"," White"," Female",50,"High-Income"
"3773",22," Private",10," Not-Married"," Professional"," Other-relative"," Asian-Pac-Islander"," Female",20," ?"
"3774",46," Local-gov",15," Married"," Other-Occupations"," Husband"," White"," Male",40,"High-Income"
"3775",49," Private",9," Not-Married"," Admin"," Unmarried"," White"," Female",35,"High-Income"
"3776",72," Private",13," Married"," Sales"," Husband"," White"," Male",6,"High-Income"
"3777",26," Private",9," Not-Married"," Manual"," Own-child"," White"," Male",52,"High-Income"
"3778",17," Private",7," Not-Married"," Sales"," Own-child"," Black"," Female",30,"High-Income"
"3779",43," Private",9," Married"," Skilled-Manual"," Husband"," White"," Male",55,"High-Income"
"3780",28," Private",9," Not-Married"," Professional"," Not-in-family"," White"," Male",40,"High-Income"
"3781",29," Private",5," Not-Married"," Manual"," Not-in-family"," White"," Male",40,"High-Income"
"3782",53," Self-Employed",9," Married"," Sales"," Husband"," White"," Male",70,"High-Income"
"3783",48," Private",13," Married"," Sales"," Husband"," White"," Male",60,"High-Income"
"3784",26," Private",10," Not-Married"," Admin"," Not-in-family"," White"," Female",45,"High-Income"
"3785",42," Private",9," Married"," Manual"," Husband"," White"," Male",40,"High-Income"
"3786",53," State-gov",10," Not-Married"," Admin"," Other-relative"," White"," Female",40,"High-Income"
"3787",34," State-gov",16," Not-Married"," Professional"," Not-in-family"," White"," Female",60,"High-Income"
"3788",24," Federal-gov",13," Not-Married"," Professional"," Not-in-family"," White"," Male",40,"High-Income"
"3789",65," Private",3," Widowed"," Manual"," Not-in-family"," White"," Female",10,"High-Income"
"3790",32," Private",13," Married"," Professional"," Husband"," White"," Male",50,"High-Income"
"3791",39," Local-gov",10," Not-Married"," Admin"," Not-in-family"," White"," Female",44,"High-Income"
"3792",62," Private",6," Not-Married"," Service"," Own-child"," White"," Female",40,"High-Income"
"3793",30," Private",13," Not-Married"," Professional"," Not-in-family"," White"," Male",40,"High-Income"
"3794",60," Self-Employed",14," Not-Married"," Professional"," Unmarried"," White"," Female",10,"High-Income"
"3795",44," Private",13," Married"," Professional"," Husband"," White"," Male",40,"High-Income"
"3796",19," Private",10," Not-Married"," Admin"," Own-child"," White"," Male",28,"High-Income"
"3797",61," Local-gov",14," Married"," Professional"," Husband"," White"," Male",60,"High-Income"
"3798",28," Private",9," Married"," Service"," Own-child"," White"," Female",35,"High-Income"
"3799",38," State-gov",9," Not-Married"," Service"," Unmarried"," White"," Female",20,"High-Income"
"3800",26," Private",14," Married"," Professional"," Husband"," White"," Male",40,"High-Income"
"3801",52," Self-Employed",9," Not-Married"," Professional"," Not-in-family"," White"," Male",50,"High-Income"
"3802",44," Self-Employed",10," Not-Married"," Sales"," Not-in-family"," White"," Male",60,"High-Income"
"3803",55," Self-Employed",14," Widowed"," Sales"," Not-in-family"," White"," Female",40,"High-Income"
"3804",57," Self-Employed",10," Married"," Skilled-Manual"," Husband"," White"," Male",50,"High-Income"
"3805",34," Private",9," Not-Married"," Skilled-Manual"," Not-in-family"," White"," Male",40,"High-Income"
"3806",43," Self-Employed",13," Married"," Sales"," Husband"," White"," Male",45,"High-Income"
"3807",60," Self-Employed",9," Married"," Sales"," Husband"," White"," Male",50,"High-Income"
"3808",32," Private",9," Not-Married"," Sales"," Not-in-family"," White"," Female",45,"High-Income"
"3809",31," Private",9," Married"," Professional"," Husband"," White"," Male",50,"High-Income"
"3810",36," Private",14," Married"," Professional"," Husband"," White"," Male",40,"High-Income"
"3811",53," Private",11," Married"," Skilled-Manual"," Husband"," Black"," Male",40,"High-Income"
"3812",33," Private",9," Married"," Admin"," Wife"," White"," Female",52,"High-Income"
"3813",20," Private",9," Not-Married"," Other-Occupations"," Own-child"," White"," Male",40,"High-Income"
"3814",22," Private",10," Not-Married"," Admin"," Own-child"," White"," Male",35,"High-Income"
"3815",32," Private",10," Not-Married"," Admin"," Unmarried"," White"," Female",40,"High-Income"
"3816",31," Private",10," Not-Married"," Professional"," Not-in-family"," White"," Male",40,"High-Income"
"3817",38," Self-Employed",6," Married"," Sales"," Husband"," White"," Male",40,"High-Income"
"3818",33," Private",9," Married"," Skilled-Manual"," Husband"," White"," Male",40,"High-Income"
"3819",59," State-gov",9," Married"," Sales"," Husband"," White"," Male",40,"High-Income"
"3820",33," Private",14," Married"," Professional"," Husband"," White"," Male",45,"High-Income"
"3821",29," Private",9," Not-Married"," Skilled-Manual"," Not-in-family"," White"," Male",35,"High-Income"
"3822",48," Local-gov",13," Married"," Professional"," Husband"," White"," Male",40,"High-Income"
"3823",38," Federal-gov",11," Married"," Skilled-Manual"," Husband"," White"," Male",40,"High-Income"
"3824",27," Private",10," Not-Married"," Admin"," Unmarried"," White"," Female",20,"High-Income"
"3825",19," Private",7," Not-Married"," Admin"," Own-child"," White"," Female",20,"High-Income"
"3826",31," Private",9," Married"," Manual"," Husband"," White"," Male",40,"High-Income"
"3827",33," Private",9," Not-Married"," Skilled-Manual"," Not-in-family"," White"," Male",40,"High-Income"
"3828",43," State-gov",9," Not-Married"," Admin"," Unmarried"," Black"," Female",40,"High-Income"
"3829",48," Private",9," Not-Married"," Service"," Not-in-family"," White"," Female",32,"Upper-Middle-Income"
"3830",17," Private",8," Not-Married"," Sales"," Own-child"," White"," Female",20,"High-Income"
"3831",53," State-gov",14," Married"," Professional"," Husband"," White"," Male",36,"High-Income"
"3832",53," Private",9," Married"," Professional"," Husband"," White"," Male",60,"High-Income"
"3833",52," Private",12," Married"," Sales"," Husband"," White"," Male",48,"High-Income"
"3834",37," Private",9," Married"," Skilled-Manual"," Husband"," White"," Male",40,"High-Income"
"3835",20," Federal-gov",9," Not-Married"," Admin"," Other-relative"," White"," Male",20,"High-Income"
"3836",40," Private",9," Not-Married"," Sales"," Own-child"," Black"," Male",40,"High-Income"
"3837",36," Private",9," Married"," Manual"," Husband"," White"," Male",38,"High-Income"
"3838",50," Local-gov",10," Married"," Skilled-Manual"," Husband"," White"," Male",55,"High-Income"
"3839",21," Private",10," Not-Married"," Sales"," Own-child"," White"," Male",43,"High-Income"
"3840",40," Self-Employed",13," Married"," Professional"," Husband"," White"," Male",50,"High-Income"
"3841",45," Private",13," Married"," Professional"," Husband"," White"," Male",50,"High-Income"
"3842",19," Private",10," Not-Married"," Sales"," Not-in-family"," White"," Female",30,"High-Income"
"3843",33," Private",9," Not-Married"," Admin"," Not-in-family"," White"," Male",40,"High-Income"
"3844",52," Private",9," Married"," Skilled-Manual"," Husband"," White"," Male",40,"High-Income"
"3845",36," Private",9," Not-Married"," Skilled-Manual"," Own-child"," White"," Male",40,"High-Income"
"3846",44," Private",10," Not-Married"," Admin"," Not-in-family"," White"," Female",40,"High-Income"
"3847",40," Private",9," Not-Married"," Skilled-Manual"," Not-in-family"," White"," Male",40,"High-Income"
"3848",35," Private",10," Not-Married"," Skilled-Manual"," Own-child"," White"," Male",40,"High-Income"
"3849",34," Self-Employed",9," Married"," Skilled-Manual"," Husband"," White"," Male",50,"High-Income"
"3850",29," Private",9," Not-Married"," Service"," Not-in-family"," White"," Female",38,"High-Income"
"3851",23," Private",9," Not-Married"," Skilled-Manual"," Own-child"," White"," Male",40,"High-Income"
"3852",30," Private",16," Married"," Professional"," Husband"," White"," Male",75,"High-Income"
"3853",33," Private",9," Married"," Service"," Wife"," White"," Female",38,"Lower-Middle-Income"
"3854",50," Federal-gov",13," Married"," Professional"," Husband"," White"," Male",40,"High-Income"
"3855",42," Self-Employed",8," Not-Married"," Skilled-Manual"," Not-in-family"," White"," Male",10,"High-Income"
"3856",52," Private",12," Married"," Professional"," Husband"," White"," Male",55,"High-Income"
"3857",38," Private",13," Not-Married"," Skilled-Manual"," Not-in-family"," White"," Male",40,"High-Income"
"3858",45," Private",13," Married"," Skilled-Manual"," Husband"," White"," Male",72,"High-Income"
"3859",29," Self-Employed",9," Married"," Skilled-Manual"," Husband"," White"," Male",45,"High-Income"
"3860",25," Private",10," Not-Married"," Admin"," Not-in-family"," White"," Male",40,"High-Income"
"3861",34," Federal-gov",10," Not-Married"," Admin"," Not-in-family"," White"," Male",40,"High-Income"
"3862",34," Self-Employed",13," Not-Married"," Sales"," Unmarried"," White"," Female",40,"High-Income"
"3863",27," Private",9," Not-Married"," Admin"," Own-child"," White"," Male",40,"High-Income"
"3864",23," Self-Employed",10," Not-Married"," Professional"," Not-in-family"," White"," Male",50,"High-Income"
"3865",34," Private",9," Not-Married"," Admin"," Own-child"," White"," Male",40,"High-Income"
"3866",37," Private",9," Not-Married"," Admin"," Own-child"," White"," Male",38,"High-Income"
"3867",27," Private",3," Not-Married"," Manual"," Other-relative"," White"," Male",40,"Lower-Middle-Income"
"3868",19," Private",10," Not-Married"," Sales"," Own-child"," Black"," Male",30,"High-Income"
"3869",18," Private",9," Not-Married"," Manual"," Own-child"," White"," Male",25,"High-Income"
"3870",43," Private",10," Not-Married"," Admin"," Not-in-family"," White"," Male",45,"High-Income"
"3871",24," Private",10," Not-Married"," Manual"," Not-in-family"," White"," Male",40,"High-Income"
"3872",34," Private",13," Not-Married"," Professional"," Own-child"," White"," Male",40,"High-Income"
"3873",20," Private",9," Not-Married"," Service"," Own-child"," White"," Male",35,"High-Income"
"3874",28," Local-gov",9," Married"," Other-Occupations"," Husband"," White"," Male",40,"High-Income"
"3875",24," Private",9," Not-Married"," Service"," Own-child"," Black"," Female",40,"High-Income"
"3876",39," Private",6," Not-Married"," Service"," Not-in-family"," White"," Female",60,"High-Income"
"3877",40," Self-Employed",9," Not-Married"," Skilled-Manual"," Not-in-family"," White"," Male",40,"High-Income"
"3878",49," Self-Employed",9," Married"," Professional"," Husband"," White"," Male",30,"High-Income"
"3879",47," Local-gov",7," Married"," Skilled-Manual"," Husband"," White"," Male",40,"Lower-Middle-Income"
"3880",53," Local-gov",15," Not-Married"," Professional"," Not-in-family"," White"," Female",50,"High-Income"
"3881",22," Private",10," Not-Married"," Sales"," Own-child"," White"," Male",34,"High-Income"
"3882",29," Private",9," Not-Married"," Service"," Own-child"," White"," Female",35,"High-Income"
"3883",41," Self-Employed",15," Married"," Professional"," Husband"," White"," Male",50,"High-Income"
"3884",41," Private",9," Married"," Skilled-Manual"," Husband"," White"," Male",40,"High-Income"
"3885",48," Private",9," Married"," Skilled-Manual"," Husband"," White"," Male",40,"High-Income"
"3886",28," Private",10," Married"," Professional"," Husband"," White"," Male",55,"High-Income"
"3887",36," Private",13," Not-Married"," Sales"," Other-relative"," Asian-Pac-Islander"," Female",40," ?"
"3888",29," Private",9," Not-Married"," Skilled-Manual"," Not-in-family"," White"," Male",40,"High-Income"
"3889",23," Private",9," Not-Married"," Admin"," Own-child"," White"," Female",35,"High-Income"
"3890",57," State-gov",13," Not-Married"," Admin"," Unmarried"," White"," Male",37,"High-Income"
"3891",55," Private",9," Married"," Skilled-Manual"," Husband"," White"," Male",40,"High-Income"
"3892",53," Private",10," Married"," Skilled-Manual"," Husband"," White"," Male",40,"High-Income"
"3893",68," Private",13," Married"," Professional"," Husband"," White"," Male",45,"High-Income"
"3894",43," Private",9," Married"," Manual"," Husband"," White"," Male",42,"High-Income"
"3895",28," Local-gov",10," Married"," Other-Occupations"," Husband"," White"," Male",40,"High-Income"
"3896",66," State-gov",15," Married"," Professional"," Husband"," Black"," Male",55,"High-Income"
"3897",17," Private",8," Not-Married"," Manual"," Own-child"," White"," Male",17,"High-Income"
"3898",32," Private",10," Not-Married"," Professional"," Unmarried"," Black"," Female",40,"High-Income"
"3899",47," Self-Employed",9," Married"," Professional"," Husband"," White"," Male",80,"High-Income"
"3900",22," Private",9," Not-Married"," Service"," Not-in-family"," White"," Female",40,"High-Income"
"3901",32," Local-gov",10," Not-Married"," Professional"," Not-in-family"," White"," Male",50,"High-Income"
"3902",19," Private",11," Not-Married"," Service"," Own-child"," Asian-Pac-Islander"," Male",16,"High-Income"
"3903",54," State-gov",9," Not-Married"," Service"," Not-in-family"," Black"," Female",38,"High-Income"
"3904",28," Private",9," Not-Married"," Admin"," Not-in-family"," White"," Female",35,"High-Income"
"3905",17," Private",8," Not-Married"," Service"," Own-child"," White"," Male",12,"High-Income"
"3906",29," Self-Employed",13," Married"," Professional"," Husband"," White"," Male",70,"High-Income"
"3907",25," Private",13," Married"," Professional"," Wife"," White"," Female",32,"High-Income"
"3908",33," Private",10," Married"," Skilled-Manual"," Husband"," Black"," Male",50,"High-Income"
"3909",24," Private",10," Not-Married"," Professional"," Own-child"," White"," Male",25,"High-Income"
"3910",32," Private",10," Married"," Skilled-Manual"," Husband"," White"," Male",50,"High-Income"
"3911",37," Private",10," Married"," Manual"," Husband"," White"," Male",40,"High-Income"
"3912",63," Private",7," Married"," Service"," Husband"," White"," Male",30,"High-Income"
"3913",54," Federal-gov",9," Not-Married"," Admin"," Unmarried"," White"," Female",20,"High-Income"
"3914",28," Private",2," Not-Married"," Service"," Own-child"," Other"," Female",35,"Upper-Middle-Income"
"3915",42," Self-Employed",13," Married"," Sales"," Husband"," White"," Male",40,"High-Income"
"3916",41," Private",10," Not-Married"," Professional"," Own-child"," White"," Female",40,"High-Income"
"3917",63," Self-Employed",6," Married"," Skilled-Manual"," Husband"," White"," Male",50,"High-Income"
"3918",36," Local-gov",13," Not-Married"," Professional"," Own-child"," Black"," Male",35,"High-Income"
"3919",32," Private",10," Not-Married"," Manual"," Other-relative"," White"," Female",40,"High-Income"
"3920",39," Private",15," Married"," Skilled-Manual"," Husband"," White"," Male",40,"High-Income"
"3921",43," Self-Employed",9," Married"," Admin"," Wife"," White"," Female",20,"High-Income"
"3922",35," Private",11," Married"," Professional"," Husband"," White"," Male",50,"High-Income"
"3923",34," Private",10," Not-Married"," Professional"," Not-in-family"," White"," Female",40,"High-Income"
"3924",32," Private",9," Married"," Skilled-Manual"," Husband"," White"," Male",40,"High-Income"
"3925",33," Self-Employed",15," Married"," Professional"," Husband"," White"," Male",60,"High-Income"
"3926",40," Private",9," Not-Married"," Skilled-Manual"," Unmarried"," White"," Male",40,"High-Income"
"3927",35," Self-Employed",13," Not-Married"," Professional"," Not-in-family"," White"," Male",40,"High-Income"
"3928",44," Private",9," Married"," Professional"," Husband"," Amer-Indian-Eskimo"," Male",40,"High-Income"
"3929",49," Private",4," Married"," Manual"," Husband"," Other"," Male",38,"High-Income"
"3930",49," State-gov",14," Not-Married"," Professional"," Unmarried"," Black"," Female",40,"High-Income"
"3931",60," Self-Employed",10," Married"," Professional"," Husband"," White"," Male",40,"High-Income"
"3932",58," Self-Employed",9," Married"," Professional"," Husband"," White"," Male",60,"High-Income"
"3933",24," Private",9," Married"," Skilled-Manual"," Husband"," White"," Male",44,"High-Income"
"3934",20," Self-Employed",9," Not-Married"," Skilled-Manual"," Own-child"," White"," Male",40,"High-Income"
"3935",39," Private",9," Not-Married"," Professional"," Not-in-family"," White"," Male",45,"High-Income"
"3936",45," Private",10," Married"," Admin"," Husband"," White"," Male",40,"High-Income"
"3937",51," Private",14," Married"," Sales"," Husband"," White"," Male",40,"High-Income"
"3938",41," Local-gov",13," Married"," Skilled-Manual"," Husband"," Black"," Male",40,"High-Income"
"3939",26," Private",9," Not-Married"," Service"," Not-in-family"," White"," Male",40,"Upper-Middle-Income"
"3940",54," Private",10," Married"," Professional"," Husband"," White"," Male",40,"High-Income"
"3941",51," Private",11," Not-Married"," Professional"," Not-in-family"," White"," Female",43,"High-Income"
"3942",20," Private",10," Not-Married"," Admin"," Own-child"," White"," Female",12,"High-Income"
"3943",47," Private",4," Married"," Skilled-Manual"," Husband"," White"," Male",40,"High-Income"
"3944",46," Private",10," Married"," Skilled-Manual"," Husband"," Asian-Pac-Islander"," Male",40,"Low-Income"
"3945",39," Private",13," Married"," Professional"," Husband"," White"," Male",40,"High-Income"
"3946",67," Self-Employed",13," Married"," Professional"," Husband"," White"," Male",55,"High-Income"
"3947",25," Private",10," Not-Married"," Admin"," Not-in-family"," White"," Male",30,"High-Income"
"3948",37," Private",10," Married"," Manual"," Husband"," White"," Male",50,"High-Income"
"3949",42," Self-Employed",11," Married"," Professional"," Husband"," White"," Male",60,"High-Income"
"3950",67," Private",14," Not-Married"," Professional"," Not-in-family"," White"," Male",99,"High-Income"
"3951",36," Private",4," Not-Married"," Manual"," Unmarried"," White"," Female",40,"High-Income"
"3952",77," Self-Employed",10," Married"," Sales"," Husband"," White"," Male",8,"High-Income"
"3953",45," State-gov",9," Married"," Skilled-Manual"," Husband"," White"," Male",40,"High-Income"
"3954",28," Private",9," Not-Married"," Manual"," Own-child"," White"," Male",40,"High-Income"
"3955",41," Private",13," Married"," Professional"," Husband"," Black"," Male",50,"High-Income"
"3956",64," Federal-gov",10," Married"," Admin"," Wife"," White"," Female",40,"High-Income"
"3957",59," Self-Employed",4," Married"," Skilled-Manual"," Husband"," White"," Male",20,"High-Income"
"3958",20," Private",9," Not-Married"," Service"," Own-child"," White"," Female",20,"High-Income"
"3959",53," Self-Employed",10," Married"," Skilled-Manual"," Husband"," White"," Male",45,"High-Income"
"3960",33," Local-gov",9," Widowed"," Service"," Unmarried"," White"," Female",40,"High-Income"
"3961",31," Private",9," Not-Married"," Service"," Own-child"," Black"," Female",20,"High-Income"
"3962",45," Private",9," Not-Married"," Sales"," Not-in-family"," White"," Female",55,"High-Income"
"3963",35," Private",15," Married"," Professional"," Husband"," White"," Male",75,"High-Income"
"3964",36," State-gov",9," Not-Married"," Service"," Own-child"," White"," Female",32,"High-Income"
"3965",40," Private",9," Not-Married"," Skilled-Manual"," Not-in-family"," White"," Male",40,"High-Income"
"3966",30," Private",10," Not-Married"," Manual"," Unmarried"," White"," Male",50,"High-Income"
"3967",56," Private",11," Married"," Professional"," Husband"," White"," Male",40,"High-Income"
"3968",28," Private",9," Not-Married"," Professional"," Not-in-family"," White"," Male",40,"High-Income"
"3969",28," Private",9," Not-Married"," Sales"," Own-child"," White"," Male",60,"High-Income"
"3970",22," Private",9," Not-Married"," Manual"," Unmarried"," White"," Male",45,"High-Income"
"3971",25," Private",13," Not-Married"," Professional"," Own-child"," White"," Female",40,"High-Income"
"3972",31," Private",9," Married"," Skilled-Manual"," Husband"," White"," Male",20,"High-Income"
"3973",43," Private",10," Not-Married"," Skilled-Manual"," Not-in-family"," White"," Male",45,"High-Income"
"3974",25," Private",10," Not-Married"," Manual"," Not-in-family"," White"," Female",25,"High-Income"
"3975",36," Private",9," Not-Married"," Admin"," Unmarried"," White"," Female",50,"High-Income"
"3976",34," Private",9," Married"," Sales"," Husband"," White"," Male",65,"High-Income"
"3977",39," Private",10," Not-Married"," Skilled-Manual"," Unmarried"," White"," Male",40,"High-Income"
"3978",76," Self-Employed",9," Married"," Skilled-Manual"," Husband"," White"," Male",30,"High-Income"
"3979",63," Private",9," Married"," Admin"," Wife"," White"," Female",40,"High-Income"
"3980",20," Private",7," Not-Married"," Manual"," Not-in-family"," White"," Male",40,"High-Income"
"3981",59," Private",9," Married"," Other-Occupations"," Husband"," White"," Male",24,"High-Income"
"3982",24," Private",10," Not-Married"," Admin"," Own-child"," White"," Female",40,"High-Income"
"3983",52," Self-Employed",10," Married"," Skilled-Manual"," Husband"," White"," Male",40,"High-Income"
"3984",60," State-gov",9," Married"," Other-Occupations"," Husband"," Amer-Indian-Eskimo"," Male",40,"High-Income"
"3985",53," Self-Employed",9," Married"," Professional"," Husband"," White"," Male",35,"High-Income"
"3986",36," Self-Employed",9," Married"," Skilled-Manual"," Husband"," White"," Male",60,"High-Income"
"3987",45," Private",10," Not-Married"," Admin"," Unmarried"," White"," Female",45,"High-Income"
"3988",26," Private",7," Married"," Skilled-Manual"," Husband"," White"," Male",40,"High-Income"
"3989",43," Private",10," Not-Married"," Sales"," Unmarried"," White"," Female",10,"High-Income"
"3990",20," Private",9," Not-Married"," Admin"," Own-child"," White"," Female",20,"High-Income"
"3991",23," Private",6," Not-Married"," Manual"," Other-relative"," Other"," Male",40,"High-Income"
"3992",49," Self-Employed",5," Not-Married"," Service"," Not-in-family"," White"," Female",20,"High-Income"
"3993",48," Private",9," Married"," Manual"," Wife"," White"," Female",16,"High-Income"
"3994",31," Local-gov",9," Married"," Skilled-Manual"," Husband"," Black"," Male",40,"High-Income"
"3995",17," Private",7," Not-Married"," Admin"," Own-child"," White"," Female",20,"High-Income"
"3996",42," Private",9," Not-Married"," Professional"," Unmarried"," Black"," Female",25,"High-Income"
"3997",46," Private",10," Married"," Admin"," Husband"," White"," Male",40,"High-Income"
"3998",55," Private",7," Widowed"," Manual"," Unmarried"," White"," Female",40,"High-Income"
"3999",39," Local-gov",9," Not-Married"," Admin"," Own-child"," White"," Female",35,"High-Income"
"4000",51," Private",9," Married"," Skilled-Manual"," Husband"," White"," Male",40,"High-Income"
"4001",36," Local-gov",10," Married"," Skilled-Manual"," Husband"," White"," Male",40,"High-Income"
"4002",45," Local-gov",14," Not-Married"," Professional"," Unmarried"," White"," Female",45,"High-Income"
"4003",26," Private",10," Not-Married"," Skilled-Manual"," Own-child"," White"," Male",40,"High-Income"
"4004",39," Private",13," Married"," Professional"," Husband"," White"," Male",45,"High-Income"
"4005",39," Private",11," Married"," Professional"," Husband"," Asian-Pac-Islander"," Male",40,"Lower-Middle-Income"
"4006",35," Private",9," Not-Married"," Skilled-Manual"," Unmarried"," White"," Female",48,"High-Income"
"4007",32," Private",9," Married"," Admin"," Husband"," White"," Male",40,"High-Income"
"4008",28," State-gov",15," Not-Married"," Professional"," Not-in-family"," White"," Male",90,"High-Income"
"4009",33," Private",9," Married"," Skilled-Manual"," Husband"," White"," Male",40,"High-Income"
"4010",30," Private",10," Not-Married"," Professional"," Not-in-family"," White"," Female",40,"High-Income"
"4011",36," Self-Employed",9," Not-Married"," Service"," Unmarried"," White"," Female",40,"High-Income"
"4012",24," Private",11," Not-Married"," Admin"," Not-in-family"," White"," Male",30,"High-Income"
"4013",38," Private",9," Married"," Professional"," Husband"," White"," Male",50,"High-Income"
"4014",63," Private",9," Married"," Manual"," Husband"," Black"," Male",40,"High-Income"
"4015",39," Private",10," Not-Married"," Service"," Unmarried"," White"," Female",60,"High-Income"
"4016",41," Private",9," Married"," Manual"," Husband"," White"," Male",40,"High-Income"
"4017",24," Private",9," Not-Married"," Sales"," Unmarried"," White"," Male",45,"High-Income"
"4018",45," Private",16," Married"," Professional"," Husband"," White"," Male",40,"Upper-Middle-Income"
"4019",49," Private",10," Not-Married"," Professional"," Not-in-family"," White"," Male",45,"High-Income"
"4020",47," Private",10," Married"," Skilled-Manual"," Husband"," White"," Male",40,"High-Income"
"4021",64," Local-gov",9," Widowed"," Professional"," Not-in-family"," White"," Male",40,"High-Income"
"4022",44," Private",10," Married"," Sales"," Husband"," White"," Male",45,"High-Income"
"4023",38," Private",10," Not-Married"," Skilled-Manual"," Unmarried"," White"," Male",40,"High-Income"
"4024",30," Private",10," Married"," Skilled-Manual"," Husband"," White"," Male",60,"High-Income"
"4025",35," Self-Employed",5," Married"," Skilled-Manual"," Husband"," White"," Male",50,"High-Income"
"4026",37," Private",11," Married"," Professional"," Husband"," White"," Male",43,"High-Income"
"4027",39," Private",11," Married"," Admin"," Wife"," White"," Female",20,"High-Income"
"4028",51," Local-gov",14," Married"," Professional"," Husband"," White"," Male",80,"High-Income"
"4029",72," Local-gov",16," Married"," Professional"," Husband"," White"," Male",40,"High-Income"
"4030",35," Private",13," Not-Married"," Sales"," Not-in-family"," Asian-Pac-Islander"," Male",50,"High-Income"
"4031",60," Private",9," Not-Married"," Manual"," Not-in-family"," White"," Male",40,"High-Income"
"4032",47," Private",9," Not-Married"," Manual"," Unmarried"," White"," Female",60,"High-Income"
"4033",24," Private",10," Not-Married"," Professional"," Own-child"," White"," Female",20,"High-Income"
"4034",44," Private",14," Married"," Professional"," Husband"," Asian-Pac-Islander"," Male",48,"Lower-Middle-Income"
"4035",46," Private",9," Married"," Professional"," Husband"," White"," Male",40,"High-Income"
"4036",34," Private",13," Not-Married"," Professional"," Not-in-family"," White"," Male",50,"High-Income"
"4037",67," Local-gov",9," Not-Married"," Service"," Not-in-family"," White"," Female",24,"High-Income"
"4038",40," Federal-gov",10," Not-Married"," Admin"," Own-child"," White"," Female",40,"High-Income"
"4039",48," Private",10," Not-Married"," Sales"," Unmarried"," White"," Male",45,"High-Income"
"4040",33," Private",9," Married"," Sales"," Husband"," White"," Male",44,"High-Income"
"4041",31," Private",11," Married"," Manual"," Husband"," White"," Male",40,"Upper-Middle-Income"
"4042",39," Self-Employed",13," Married"," Professional"," Husband"," White"," Male",40,"High-Income"
"4043",47," Private",9," Not-Married"," Professional"," Other-relative"," Other"," Female",40,"High-Income"
"4044",40," Private",14," Married"," Professional"," Husband"," White"," Male",50,"High-Income"
"4045",42," Federal-gov",12," Not-Married"," Admin"," Not-in-family"," White"," Female",40,"High-Income"
"4046",35," Self-Employed",10," Married"," Sales"," Husband"," White"," Male",50,"High-Income"
"4047",53," Private",9," Not-Married"," Service"," Not-in-family"," Black"," Male",40,"High-Income"
"4048",46," Federal-gov",9," Married"," Admin"," Wife"," White"," Female",40,"High-Income"
"4049",37," Self-Employed",7," Not-Married"," Skilled-Manual"," Own-child"," White"," Male",37,"High-Income"
"4050",54," Private",10," Not-Married"," Sales"," Unmarried"," White"," Female",48,"High-Income"
"4051",52," Self-Employed",9," Married"," Skilled-Manual"," Husband"," White"," Male",60,"High-Income"
"4052",31," Private",10," Not-Married"," Sales"," Unmarried"," White"," Female",40,"High-Income"
"4053",34," Private",9," Married"," Skilled-Manual"," Husband"," White"," Male",40,"High-Income"
"4054",24," Private",13," Not-Married"," Professional"," Not-in-family"," White"," Female",40,"High-Income"
"4055",19," Private",10," Not-Married"," Service"," Other-relative"," Black"," Male",35,"High-Income"
"4056",34," State-gov",11," Not-Married"," Professional"," Not-in-family"," White"," Female",40,"High-Income"
